,BS1,BS2,BS3,BS4,BS5
LOC_Os01g63320,0,0,0,0,0
LOC_Os01g63330,0,0,0,0,0
LOC_Os01g63340,0,0,0,0,0
LOC_Os01g63354,73,135,94,25,108
LOC_Os01g63370,0,0,0,0,0
LOC_Os01g63380,0,0,0,0,0
LOC_Os01g63393,0,0,0,0,0
LOC_Os01g63400,0,0,0,47.999,0
LOC_Os01g63410,140,87,133,211.001,62
LOC_Os01g63420,450,763,459,546,248
LOC_Os01g63430,0,0,0,0,0
LOC_Os01g63444,31,18,0,0,29
LOC_Os01g63460,208,2,61,232,217
LOC_Os01g63470,227,310,285,587,304
LOC_Os01g63480,0,10,0,197,94
LOC_Os01g63500,43,0,0,332,0
LOC_Os01g63510,0,0,0,0,0
LOC_Os01g63520,0,0,0,0,0
LOC_Os01g63530,0,0,0,0,0
LOC_Os01g63540,0,0,0,0,0
LOC_Os01g63550,0,0,0,0,0
LOC_Os01g63560,0,0,0,0,0
LOC_Os01g63570,0,0,0,0,0
LOC_Os01g63580,0,0,0,0,0
LOC_Os01g63600,0,0,0,0,0
LOC_Os01g63610,0,0,0,0,0
LOC_Os01g63620,1541,1103,1539,2432,1036
LOC_Os01g63630,0,0,0,0,0
LOC_Os01g63640,0,0,0,0,0
LOC_Os01g63650,0,0,0,0,0
LOC_Os01g63660,43,0,0,0,0
LOC_Os01g63670,0,0,0,0,0
LOC_Os01g63680,0,0,0,0,0
LOC_Os01g63690,0,0,0,0,0
LOC_Os01g63710,65,124,50,0,0
LOC_Os01g63720,0,0,0,0,0
LOC_Os01g63730,0,0,0,0,0
LOC_Os01g63740,0,0,0,0,0
LOC_Os01g63750,0,0,0,0,0
LOC_Os01g63760,0,0,0,0,0
LOC_Os01g63770,55,78,42,1,2
LOC_Os01g63780,39,157,0,6,0
LOC_Os01g63790,0,0,0,0,0
LOC_Os01g63800,404,238,260,32,199
LOC_Os01g63810,114,317.768,178.8,161,177
LOC_Os01g63820,10,96.232,45.2,92,0
LOC_Os01g63830,20,0,86,8,14
LOC_Os01g63840,3,6,75,0,0
LOC_Os01g63854,99,220,182,141,93
LOC_Os01g63870,0,0,0,0,0
LOC_Os01g63880,0,0,0,0,0
LOC_Os01g63890,394.019,557.357,349.572,403.994,303.042
LOC_Os01g63900,20,186,128,0,0
LOC_Os01g63910,0,0,0,0,0
LOC_Os01g63920,0,0,0,0,0
LOC_Os01g63930,51,141,9,1,108
LOC_Os01g63940,30,49,13,0,29
LOC_Os01g63950,0,0,0,0,0
LOC_Os01g63960,0,0,0,0,0
LOC_Os01g63970,30,0,56,63,0
LOC_Os01g63980,0,0,0,0,0
LOC_Os01g63990,225,166,231,123,6
LOC_Os01g64000,0,0,0,0,0
LOC_Os01g64010,102,40,1,76,67
LOC_Os01g64020,33,28,0,0,0
LOC_Os01g64030,77,55,3,0,22
LOC_Os01g64050,0,0,0,0,0
LOC_Os01g64060,0,0,0,0,0
LOC_Os01g64070,0,0,0,0,0
LOC_Os01g64080,0,0,0,0,0
LOC_Os01g64090,0,0,0,0,0
LOC_Os01g64100,1,134,27,43,79
LOC_Os01g64110,0,95,77,55,59
LOC_Os01g64120,273,262,181,458,228
LOC_Os01g64130,0,0,0,0,0
LOC_Os01g64140,0,0,0,0,0
LOC_Os01g64150,0,0,0,0,0
LOC_Os01g64160,0,0,0,0,0
LOC_Os01g64170,13,59,129,52,196
LOC_Os01g64180,0,0,0,0,0
LOC_Os01g64190,1,28,16,10,2
LOC_Os01g64200,0,0,0,0,0
LOC_Os01g64210,0,0,0,0,0
LOC_Os01g64220,0,0,0,0,0
LOC_Os01g64230,0,0,0,0,0
LOC_Os01g64240,0,0,0,0,0
LOC_Os01g64250,0,0,0,0,30
LOC_Os01g64256,43,14,23,173,0
LOC_Os01g64262,21,3,10,92,28
LOC_Os01g64270,283,198,129,80,39.177
LOC_Os01g64280,246,544,65,19,180.823
LOC_Os01g64290,0,0,0,0,0
LOC_Os01g64300,0,0,0,15,0
LOC_Os01g64310,0,0,0,0,0
LOC_Os01g64320,0,0,0,0,0
LOC_Os01g64330,0,0,43,52,0
LOC_Os01g64340,0,0,0,0,0
LOC_Os01g64350,70.059,56,30.698,0,0
LOC_Os01g64360,64,0,0,44,0
LOC_Os01g64370,314,318,89,432,262
LOC_Os01g64380,0,0,0,0,0
LOC_Os01g64390,0,0,0,0,0
LOC_Os01g64400,0,0,0,0,0
LOC_Os01g64410,0,0,0,0,0
LOC_Os01g64420,0,0,0,0,0
LOC_Os01g64430,0,0,0,0,0
LOC_Os01g64440,0,53,0,0,0
LOC_Os01g64450,0,0,0,0,0
LOC_Os01g64460,0,0,0,0,0
LOC_Os01g64470,0,0,0,0,0
LOC_Os01g64480,0,0,0,0,0
LOC_Os01g64490,32,0,0,0,0
LOC_Os01g64500,0,0,0,0,0
LOC_Os01g64510,0,0,0,0,0
LOC_Os01g64520,72,116,56,71,1
LOC_Os01g64530,0,0,0,0,0
LOC_Os01g64540,53,109,100,0,61
LOC_Os01g64550,0,0,0,0,0
LOC_Os01g64560,240,6,19,23,1
LOC_Os01g64570,0,0,0,0,0
LOC_Os01g64580,0,0,0,0,0
LOC_Os01g64590,0,0,0,0,0
LOC_Os01g64600,0,0,0,0,0
LOC_Os01g64610,0,0,0,0,0
LOC_Os01g64620,0,0,0,0,0
LOC_Os01g64630,1373,1092,1353,805,1104
LOC_Os01g64640,236.212,690.108,463.137,202,127.093
LOC_Os01g64650,104,280,111,195,89
LOC_Os01g64660,533,2057.321,755.8,1170.998,1147.999
LOC_Os01g64670,0,134.679,84.2,3.002,1.001
LOC_Os01g64680,35,7,5,15,38
LOC_Os01g64690,238,233,19,10,114
LOC_Os01g64700,147,512,188,375,199
LOC_Os01g64710,0,0,0,0,0
LOC_Os01g64720,0,26,0,1,10
LOC_Os01g64730,16,116,21,27,30
LOC_Os01g64740,0,0,0,0,0
LOC_Os01g64750,0,14,2,0,0
LOC_Os01g64760,29,74,10,0,0
LOC_Os01g64770,93.974,140.437,67,32,59
LOC_Os01g64780,99.026,501.563,113,71,175
LOC_Os01g64790,0,0,0,0,0
LOC_Os01g64800,0,0,0,0,0
LOC_Os01g64810,1,0,43,85,102
LOC_Os01g64820,0,0,0,0,0
LOC_Os01g64830,0,0,0,0,0
LOC_Os01g64840,0,0,0,0,0
LOC_Os01g64850,0,0,0,0,0
LOC_Os01g64860,0,0,0,0,0
LOC_Os01g64870,113,62,48,39,78
LOC_Os01g64880,0,0,0,0,0
LOC_Os01g64890,98,252,210,46,226
LOC_Os01g64900,0,0,0,0,0
LOC_Os01g64910,0,0,0,0,0
LOC_Os01g64920,1,0,26,10,2
LOC_Os01g64930,30,57,27,142,2
LOC_Os01g64949,0,0,0,0,0
LOC_Os01g64960,15640.999,23630.043,15327.146,19436.942,11239
LOC_Os01g64970,331,1037,367,337,242.973
LOC_Os01g64980,17,36,70,40,40.027
LOC_Os01g64990,0,0,0,0,0
LOC_Os01g65000,0,0,0,0,0
LOC_Os01g65010,0,0,0,0,0
LOC_Os01g65030,0,1,0,94,0
LOC_Os01g65050,0,0,0,0,0
LOC_Os01g65060,0,0,0,0,0
LOC_Os01g65070,0,69,45,1,0
LOC_Os01g65080,940,1761,746,408,752
LOC_Os01g65090,14,313,84,42,35
LOC_Os01g65094,2,25,10,0,56
LOC_Os01g65100,3,114,78,74,1
LOC_Os01g65110,1,0,0,0,0
LOC_Os01g65120,0,0,0,0,0
LOC_Os01g65130,0,0,0,1,0
LOC_Os01g65140,0,0,0,0,0
LOC_Os01g65150,0,0,49,0,0
LOC_Os01g65169,0,0,0,0,0
LOC_Os01g65190,0,0,0,0,0
LOC_Os01g65200,0,0,0,0,0
LOC_Os01g65210,0,0,0,0,0
LOC_Os01g65220,186,183,333,165,194
LOC_Os01g65230,162,53,119,430,123
LOC_Os01g65240,69,0,80,131,7
LOC_Os01g65260,938,1509,1317,1530,1256
LOC_Os01g65270,0,0,0,0,0
LOC_Os01g65290,0,0,0,0,0
LOC_Os01g65300,0,0,0,0,0
LOC_Os01g65310,70,40,91,70,129
LOC_Os01g65320,6,44,32,398,102
LOC_Os01g65330,35,105,50,131,3
LOC_Os01g65340,0,0,0,0,0
LOC_Os01g65350,62,183,36,0,174
LOC_Os01g65360,0,0,0,0,0
LOC_Os01g65370,0,0,0,0,0
LOC_Os01g65380,0,2,0,0,98
LOC_Os01g65400,17,32,0,0,81
LOC_Os01g65410,173,861,159,235,73
LOC_Os01g65420,0,0,0,0,0
LOC_Os01g65440,0,0,0,0,0
LOC_Os01g65450,122,192,0,22,0
LOC_Os01g65460,0,0,0,0,0
LOC_Os01g65470,0,0,0,0,0
LOC_Os01g65480,18,65,0,0,0
LOC_Os01g65490,0,0,0,0,0
LOC_Os01g65500,0,0,0,0,0
LOC_Os01g65510,0,0,0,0,0
LOC_Os01g65520,88,18,32,0,38
LOC_Os01g65530,31,11,0,0,18
LOC_Os01g65540,0,0,0,0,0
LOC_Os01g65550,52,0,0,0,0
LOC_Os01g65560,1,0,0,0,31
LOC_Os01g65580,112,232,71,62,39
LOC_Os01g65590,0,0,0,0,0
LOC_Os01g65600,26,54,65,307,164
LOC_Os01g65610,0,0,0,0,0
LOC_Os01g65620,0,0,0,0,0
LOC_Os01g65630,0,282,40,53,41
LOC_Os01g65640,0,0,0,0,0
LOC_Os01g65650,168.442,67,148,97,146
LOC_Os01g65660,65.558,1,0,20,4
LOC_Os01g65670,53,1,0,0,1
LOC_Os01g65680,116,254,92,10,164
LOC_Os01g65690,0,0,0,0,0
LOC_Os01g65692,59,18,24,232,12
LOC_Os01g65700,0,0,0,0,0
LOC_Os01g65710,0,0,0,0,0
LOC_Os01g65720,26,39,90,64,3
LOC_Os01g65730,0,0,0,22,0
LOC_Os01g65740,0,0,0,0,0
LOC_Os01g65750,0,0,0,0,0
LOC_Os01g65760,0,0,0,0,0
LOC_Os01g65770,0,0,0,0,0
LOC_Os01g65780,5,91,64,0,12
LOC_Os01g65790,2,0,0,0,40
LOC_Os01g65800,0,128,30,219,0
LOC_Os01g65810,0,0,0,0,0
LOC_Os01g65820,0,0,0,0,0
LOC_Os01g65830,0,0,0,0,0
LOC_Os01g65840,0,0,0,0,0
LOC_Os01g65850,0,0,0,0,0
LOC_Os01g65860,0,0,0,0,0
LOC_Os01g65870,0,0,0,0,0
LOC_Os01g65880,256,307,298,57,94
LOC_Os01g65890,0,14,24,0,92
LOC_Os01g65900,218,224,395,101,44
LOC_Os01g65902,8186.922,13429.85,17223.1,32501.763,19865
LOC_Os01g65904,13,0,15,136,0
LOC_Os01g65920,760,1045,376,456,554
LOC_Os01g65940,0,0,0,0,0
LOC_Os01g65950,0,0,0,0,0
LOC_Os01g65970,0,0,0,0,0
LOC_Os01g65980,0,0,0,0,0
LOC_Os01g65986,97,1,25,12,6
LOC_Os01g65992,0,0,0,28,0
LOC_Os01g66000,125,377,311,181,377
LOC_Os01g66010,44,39,0,43,0
LOC_Os01g66020,0,0,0,0,0
LOC_Os01g66030,0,1,0,0,0
LOC_Os01g66040,0,0,0,0,0
LOC_Os01g66050,149,70,163,198,150
LOC_Os01g66060,0,0,0,0,0
LOC_Os01g66070,0,0,0,0,0
LOC_Os01g66080,0,0,0,0,0
LOC_Os01g66090,0,0,0,0,0
LOC_Os01g66100,20,23,0,0,1
LOC_Os01g66110,21,0,0,0,0
LOC_Os01g66120,693,1206,820,462,543
LOC_Os01g66130,0,0,0,0,0
LOC_Os01g66140,47,104,2,89,127
LOC_Os01g66150,677,933,728,247,444
LOC_Os01g66160,0,0,0,0,0
LOC_Os01g66170,665,624,450,321,317
LOC_Os01g66180,77,0,37,2,2
LOC_Os01g66190,247,274,89,8,31
LOC_Os01g66200,0,0,0,0,46
LOC_Os01g66210,0,0,0,0,0
LOC_Os01g66230,0,0,0,0,0
LOC_Os01g66240,83,97,12,64,89
LOC_Os01g66250,0,0,0,0,0
LOC_Os01g66260,0,0,0,0,0
LOC_Os01g66270,0,0,0,0,0
LOC_Os01g66280,79,201,159,340,202
LOC_Os01g66290,0,0,0,0,0
LOC_Os01g66300,178,279,179,479,248
LOC_Os01g66310,0,0,0,0,0
LOC_Os01g66320,154,98,127,237,118
LOC_Os01g66330,36,0,33,1,57
LOC_Os01g66340,0,0,0,0,0
LOC_Os01g66350,1702,2282,1265,1546,1454
LOC_Os01g66360,65,419.889,37,0,282
LOC_Os01g66379,37,53.111,0,1,0
LOC_Os01g66400,0,0,0,0,0
LOC_Os01g66410,0,0,0,0,0
LOC_Os01g66420,65,149,103,0,35
LOC_Os01g66440,0,0,0,0,0
LOC_Os01g66450,0,0,0,0,0
LOC_Os01g66460,0,0,0,0,0
LOC_Os01g66470,0,0,0,0,0
LOC_Os01g66480,0,0,0,0,0
LOC_Os01g66490,0,6,0,0,0
LOC_Os01g66500,45,2,7,1,0
LOC_Os01g66510,0,80,0,0,3
LOC_Os01g66520,54,212,50,37,57
LOC_Os01g66530,0,0,0,0,0
LOC_Os01g66544,0,0,0,0,0
LOC_Os01g66560,202,159,153,154,305
LOC_Os01g66570,0,0,0,0,0
LOC_Os01g66580,7,0,0,0,0
LOC_Os01g66590,0,0,0,0,0
LOC_Os01g66600,29,61,8,0,0
LOC_Os01g66610,0,0,0,1,28
LOC_Os01g66620,0,0,0,0,0
LOC_Os01g66630,0,0,0,0,0
LOC_Os01g66640,0,0,0,0,0
LOC_Os01g66650,0,0,0,0,0
LOC_Os01g66660,0,0,0,0,0
LOC_Os01g66670,0,0,0,0,0
LOC_Os01g66680,0,0,0,0,0
LOC_Os01g66690,0,0,0,0,0
LOC_Os01g66700,0,0,0,0,0
LOC_Os01g66710,0,0,0,0,0
LOC_Os01g66720,0,0,0,0,2
LOC_Os01g66730,0,0,0,0,0
LOC_Os01g66740,0,0,0,0,0
LOC_Os01g66750,0,0,0,0,0
LOC_Os01g66760,0,0,0,0,0
LOC_Os01g66780,0,0,0,0,0
LOC_Os01g66790,0,0,0,0,0
LOC_Os01g66800,0,0,0,0,0
LOC_Os01g66810,0,0,0,0,0
LOC_Os01g66820,0,0,0,0,0
LOC_Os01g66830,0,0,0,0,0
LOC_Os01g66840,0,0,0,0,0
LOC_Os01g66850,5,83,0,59,7
LOC_Os01g66860,0,0,0,0,0
LOC_Os01g66870,0,0,0,0,0
LOC_Os01g66890,164,236,86,56,205
LOC_Os01g66900,0,0,0,0,0
LOC_Os01g66910,0,0,0,0,0
LOC_Os01g66920,21,0,2,0,44
LOC_Os01g66930,0,0,0,0,0
LOC_Os01g66940,364,157,37,208,103
LOC_Os01g66950,0,0,0,0,0
LOC_Os01g66960,203.619,671.706,30,0,59.557
LOC_Os01g66970,125.381,116.294,127,1,153.443
LOC_Os01g66980,16,92,27,0,69
LOC_Os01g66990,0,0,0,0,0
LOC_Os01g67000,344,751,586,756,310
LOC_Os01g67010,0,0,0,0,0
LOC_Os01g67030,0,0,0,0,0
LOC_Os01g67040,18,1,45,65,1
LOC_Os01g67054,661,464,517,131,351
LOC_Os01g67070,0,0,0,0,0
LOC_Os01g67080,0,0,0,0,0
LOC_Os01g67090,61,50,0,0,36
LOC_Os01g67100,0,0,0,0,0
LOC_Os01g67110,0,0,0,0,0
LOC_Os01g67120,2364,3513,2267,2566,1631
LOC_Os01g67134,6,0,2,0,6
LOC_Os01g67150,0,0,0,0,0
LOC_Os01g67160,3,101,0,0,83
LOC_Os01g67170,49,78,0,151,116
LOC_Os01g67180,213,38,161,113,1
LOC_Os01g67190,0,0,0,0,0
LOC_Os01g67200,0,0,0,0,0
LOC_Os01g67210,96,33,1,1,2
LOC_Os01g67220,138,699,507,113,213
LOC_Os01g67240,0,76,1,0,0
LOC_Os01g67250,197,409,193,39,79
LOC_Os01g67260,0,0,0,0,0
LOC_Os01g67270,0,0,0,0,0
LOC_Os01g67280,0,0,0,0,0
LOC_Os01g67290,32,233,2,2,164
LOC_Os01g67300,14,0,0,0,0
LOC_Os01g67310,0,0,0,1,0
LOC_Os01g67314,150,81,14,0,0
LOC_Os01g67320,0,11,0,0,0
LOC_Os01g67330,56,141,12,42,0
LOC_Os01g67340,107,44,99,90,82
LOC_Os01g67350,0,0,0,0,0
LOC_Os01g67360,207,799,326,152,131
LOC_Os01g67364,27,13,20,152,178
LOC_Os01g67370,220,424,299,201,635
LOC_Os01g67380,0,0,0,0,0
LOC_Os01g67390,0,0,0,0,0
LOC_Os01g67400,0,0,0,0,0
LOC_Os01g67410,0,0,0,0,0
LOC_Os01g67420,0,0,0,0,0
LOC_Os01g67430,0,0,0,0,0
LOC_Os01g67440,0,0,0,0,0
LOC_Os01g67450,0,0,0,0,0
LOC_Os01g67480,106,79,66,2,45
LOC_Os01g67490,276,390,551,148,290
LOC_Os01g67500,15,0,28,0,0
LOC_Os01g67510,24,0,0,94,61
LOC_Os01g67520,0,0,0,0,0
LOC_Os01g67530,131,301,24,94,19
LOC_Os01g67540,0,0,0,21,30
LOC_Os01g67550,0,0,0,0,0
LOC_Os01g67560,45,57,294,277,95
LOC_Os01g67570,0,0,0,0,99
LOC_Os01g67580,18,0,0,0,1
LOC_Os01g67590,3,118,0,35,0
LOC_Os01g67600,9,1,30,20,0
LOC_Os01g67610,0,0,0,0,0
LOC_Os01g67620,0,0,0,0,0
LOC_Os01g67630,0,0,0,0,0
LOC_Os01g67640,0,0,0,0,0
LOC_Os01g67650,0,0,0,0,0
LOC_Os01g67660,0,0,0,0,0
LOC_Os01g67670,0,0,0,0,0
LOC_Os01g67680,0,0,0,0,0
LOC_Os01g67690,0,0,0,0,0
LOC_Os01g67700,0,0,0,0,0
LOC_Os01g67710,0,0,0,0,0
LOC_Os01g67720,338,1399,509,263,180
LOC_Os01g67730,102,105,62,14,96
LOC_Os01g67740,0,0,0,0,0
LOC_Os01g67750,0,5,0,0,50
LOC_Os01g67760,0,0,0,0,0
LOC_Os01g67770,165,4,82,0,111
LOC_Os01g67790,0,0,0,0,0
LOC_Os01g67800,0,0,0,0,0
LOC_Os01g67810,0,0,0,0,1
LOC_Os01g67820,4,0,0,0,0
LOC_Os01g67830,0,0,0,0,0
LOC_Os01g67835,0,0,54,0,1
LOC_Os01g67850,146,2,22,88,44
LOC_Os01g67860,537,477,143,65,337
LOC_Os01g67870,0,0,0,55,0
LOC_Os01g67880,60,318,33,123,1
LOC_Os01g67890,0,0,0,0,0
LOC_Os01g67900,0,0,0,0,0
LOC_Os01g67910,0,0,0,0,0
LOC_Os01g67920,100,95,25,2,36
LOC_Os01g67930,0,0,0,0,0
LOC_Os01g67940,0,0,0,0,0
LOC_Os01g67950,0,0,0,0,0
LOC_Os01g67960,18,0,0,1,10
LOC_Os01g67970,0,0,0,203,0
LOC_Os01g67980,0,0,0,0,0
LOC_Os01g67990,0,0,0,0,0
LOC_Os01g68000,0,0,0,0,0
LOC_Os01g68010,38,20,70,94,0
LOC_Os01g68020,893,1999,898,676,569
LOC_Os01g68030,141,449,221,27,162
LOC_Os01g68040,295,492,153,903,32
LOC_Os01g68050,0,0,0,0,0
LOC_Os01g68060,103,20,20,130,79
LOC_Os01g68070,22,0,21,0,0
LOC_Os01g68080,0,0,0,0,0
LOC_Os01g68090,0,0,0,0,0
LOC_Os01g68104,0,0,0,0,0
LOC_Os01g68120,89,1,0,70,1
LOC_Os01g68130,0,0,0,0,0
LOC_Os01g68140,0,0,0,0,0
LOC_Os01g68160,13,0,25,0,2
LOC_Os01g68179,0,0,0,0,0
LOC_Os01g68200,31,0,0,0,0
LOC_Os01g68210,0,0,0,0,0
LOC_Os01g68220,0,0,0,0,0
LOC_Os01g68230,31,1,14,0,0
LOC_Os01g68240,0,3,0,0,0
LOC_Os01g68260,0,0,0,0,0
LOC_Os01g68269,0,0,1,1,3
LOC_Os01g68290,0,0,0,0,0
LOC_Os01g68300,13543,19879,8870,18368,19711
LOC_Os01g68310,0,125,0,0,0
LOC_Os01g68320,190,579,237.001,424,319
LOC_Os01g68324,69,530,294,357,162
LOC_Os01g68330,0,102,0,0,0
LOC_Os01g68340,0,0,0,0,0
LOC_Os01g68350,0,0,0,0,0
LOC_Os01g68370,0,0,0,0,0
LOC_Os01g68380,117,152,20,2,28
LOC_Os01g68390,0,0,36,0,0
LOC_Os01g68400,0,0,0,0,0
LOC_Os01g68410,0,0,0,0,0
LOC_Os01g68420,0,0,0,0,0
LOC_Os01g68430,0,0,0,0,0
LOC_Os01g68440,14,10,0,0,18
LOC_Os01g68450,1190,1686,937,2078,677
LOC_Os01g68460,0,0,0,0,0
LOC_Os01g68470,0,0,0,0,0
LOC_Os01g68480,5034,8734,4949,5218,3041
LOC_Os01g68490,0,0,0,0,0
LOC_Os01g68500,34,92,61,67,87
LOC_Os01g68510,0,0,0,0,0
LOC_Os01g68524,0,0,0,0,0
LOC_Os01g68540,0,0,0,0,0
LOC_Os01g68545,0,0,0,0,0
LOC_Os01g68560,0,0,0,0,0
LOC_Os01g68570,0,0,0,0,0
LOC_Os01g68580,0,0,0,0,0
LOC_Os01g68589,0,0,0,0,0
LOC_Os01g68598,0,0,0,0,0
LOC_Os01g68610,0,0,0,0,0
LOC_Os01g68620,0,0,0,0,0
LOC_Os01g68630,96,478,157,72,370
LOC_Os01g68640,0,0,0,0,0
LOC_Os01g68650,0,0,0,0,0
LOC_Os01g68660,0,0,0,0,0
LOC_Os01g68670,0,0,0,0,0
LOC_Os01g68680,0,9,209,0,1
LOC_Os01g68690,0,0,0,0,0
LOC_Os01g68700,116,50,42,11,29
LOC_Os01g68710,50,0,34,251,205
LOC_Os01g68720,0,0,0,0,0
LOC_Os01g68730,0,0,0,0,0
LOC_Os01g68740,0,0,0,0,0
LOC_Os01g68750,122,142,223,33,217
LOC_Os01g68760,162,118,9,114,0
LOC_Os01g68770,190,253,110,357,62
LOC_Os01g68780,0,0,0,0,0
LOC_Os01g68790,45,124,0,124,70
LOC_Os01g68800,125,215,51,0,91
LOC_Os01g68810,158,234,343,370,140
LOC_Os01g68820,0,0,0,0,0
LOC_Os01g68830,39,0,0,25,0
LOC_Os01g68840,0,67,20,1,12
LOC_Os01g68860,475,475,452,354,333
LOC_Os01g68870,5,74,6,0,0
LOC_Os01g68880,0,0,0,0,0
LOC_Os01g68890,0,0,0,0,0
LOC_Os01g68900,0,0,0,0,0
LOC_Os01g68920,0,0,0,0,0
LOC_Os01g68930,15,223,71,173,141
LOC_Os01g68940,0,0,0,0,0
LOC_Os01g68950,352,229,420,538,706
LOC_Os01g68960,0,0,0,0,0
LOC_Os01g68970,76,0,13,61,34
LOC_Os01g68990,0,0,0,0,0
LOC_Os01g69000,0,0,0,0,0
LOC_Os01g69010,0,0,0,0,0
LOC_Os01g69020,0,0,0,0,0
LOC_Os01g69030,582,914,402,692,1000
LOC_Os01g69040,1,110,32,49,0
LOC_Os01g69050,484,381,134,33,211
LOC_Os01g69060,83,402,139,235,198
LOC_Os01g69070,505,169,106,168,205
LOC_Os01g69080,1432,2519,1492,1822,872
LOC_Os01g69090,257,126,264,442,88
LOC_Os01g69100,51,71,111,29,2
LOC_Os01g69110,458,301,227,399,298
LOC_Os01g69120,15,123,85,30,61
LOC_Os01g69130,337,547,267,194,263
LOC_Os01g69140,0,0,0,0,0
LOC_Os01g69150,0,0,0,0,0
LOC_Os01g69160,0,0,0,0,0
LOC_Os01g69174,0,0,0,0,0
LOC_Os01g69190,0,0,0,0,0
LOC_Os01g69200,77,0,0,0,13
LOC_Os01g69210,32,114,95,77,48
LOC_Os01g69220,9,152,24,101,1
LOC_Os01g69230,108,192,90,0,52
LOC_Os01g69240,0,0,0,0,0
LOC_Os01g69250,90,289,91,177,221
LOC_Os01g69260,0,0,0,0,0
LOC_Os01g69270,67,62,22,64,67
LOC_Os01g69279,132,46,28,43,153
LOC_Os01g69290,0,0,0,0,0
LOC_Os01g69800,0,0,0,0,0
LOC_Os01g69810,0,0,0,0,0
LOC_Os01g69820,0,0,0,0,0
LOC_Os01g69830,0,0,0,0,0
LOC_Os01g69840,0,0,34,0,0
LOC_Os01g69850,611,1312,836,858,1300
LOC_Os01g69870,7,0,54,1,26
LOC_Os01g69890,0,0,0,0,0
LOC_Os01g69900,428,892,619,293,296
LOC_Os01g69904,158.994,193.039,0,0,1
LOC_Os01g69910,55,180,49,162,63
LOC_Os01g69920,34,150,106,99,0
LOC_Os01g69930,0,0,0,0,0
LOC_Os01g69940,315,151,131,531,85
LOC_Os01g69950,1705,2702,1680,2367,1346
LOC_Os01g69960,0,1,17,86,3
LOC_Os01g69970,144,554,4,16,258
LOC_Os01g69980,0,0,0,0,0
LOC_Os01g69990,228,65,60,156,60
LOC_Os01g70000,0,0,0,0,0
LOC_Os01g70010,0,4,18,0,2
LOC_Os01g70020,422,678,432,658,277
LOC_Os01g70030,0,0,0,0,0
LOC_Os01g70040,0,0,0,0,0
LOC_Os01g70050,0,0,0,0,0
LOC_Os01g70060,32,0,31,101,25
LOC_Os01g70080,1,0,0,0,0
LOC_Os01g70090,236,387,118,69,266
LOC_Os01g70100,0,0,0,0,0
LOC_Os01g70110,203,146,134,285,256
LOC_Os01g70120,0,0,0,0,0
LOC_Os01g70130,0,27,0,0,0
LOC_Os01g70140,98,320,76,61,210
LOC_Os01g70150,0,0,0,0,0
LOC_Os01g70160,165,225,115,12,179
LOC_Os01g70170,1179,1195,797,1460,841
LOC_Os01g70180,45,46,55,0,1
LOC_Os01g70190,101,88,24,1,18
LOC_Os01g70200,1,0,0,0,0
LOC_Os01g70210,615,790,386,382,90
LOC_Os01g70220,0,0,0,0,0
LOC_Os01g70230,0,0,0,0,0
LOC_Os01g70240,0,0,0,0,0
LOC_Os01g70250,0,19,24,0,0
LOC_Os01g70260,20,95,71,130,69
LOC_Os01g70270,814,1022,723,531,365
LOC_Os01g70280,0,0,0,0,0
LOC_Os01g70290,0,0,0,0,0
LOC_Os01g70300,92,98,21,45,66
LOC_Os01g70310,0,0,0,0,0
LOC_Os01g70320,72,255,210,53,156
LOC_Os01g70330,0,101,99,71,0
LOC_Os01g70340,0,0,0,0,0
LOC_Os01g70350,0,0,0,0,0
LOC_Os01g70360,0,0,0,0,0
LOC_Os01g70370,0,0,0,0,0
LOC_Os01g70380,87,48,111,0,110
LOC_Os01g70390,1,0,0,0,0
LOC_Os01g70400,473,596,262,157,478
LOC_Os01g70410,0,0,0,0,0
LOC_Os01g70430,38,0,40,0,0
LOC_Os01g70440,0,0,0,0,0
LOC_Os01g70450,0,0,0,0,0
LOC_Os01g70460,53,295,48.002,21,2
LOC_Os01g70470,490,699,889,1058,812
LOC_Os01g70480,0,0,0,0,0
LOC_Os01g70490,0,0,0,0,0
LOC_Os01g70500,49,0,32,0,0
LOC_Os01g70520,159,232,118,6,50
LOC_Os01g70525,0,0,0,0,0
LOC_Os01g70540,0,0,0,0,0
LOC_Os01g70550,107,148,111,3,238
LOC_Os01g70560,0,0,0,0,0
LOC_Os01g70570,72,181,3,135,97
LOC_Os01g70580,31,29,34,0,0
LOC_Os01g70590,0,0,0,0,0
LOC_Os01g70600,0,0,0,0,0
LOC_Os01g70610,0,0,0,0,0
LOC_Os01g70620,0,0,0,0,0
LOC_Os01g70630,0,0,0,0,0
LOC_Os01g70640,0,0,0,0,0
LOC_Os01g70650,0,0,0,0,0
LOC_Os01g70660,0,0,0,0,0
LOC_Os01g70670,4,101,44,14,144
LOC_Os01g70680,0,0,0,0,0
LOC_Os01g70690,0,0,0,0,0
LOC_Os01g70700,5,0,0,0,0
LOC_Os01g70710,1029,1568,909,779,638
LOC_Os01g70720,146,338,123,76,167
LOC_Os01g70730,0,24,97,33,131
LOC_Os01g70740,216.742,533,359.461,642.125,449.61
LOC_Os01g70750,0,0,0,0,0
LOC_Os01g70760,0,0,0,0,0
LOC_Os01g70770,1,0,0,0,0
LOC_Os01g70780,318,182,79,42,105
