,BS1,BS2,BS3,BS4,BS5
LOC_Os01g05520,0,0,0,0,0
LOC_Os01g05530,0,0,0,0,0
LOC_Os01g05540,29,49,0,2,49
LOC_Os01g05550,0,0,0,0,0
LOC_Os01g05560,148,170,83,134,178
LOC_Os01g05570,0,0,0,0,0
LOC_Os01g05580,0,0,0,0,0
LOC_Os01g05585,0,0,0,0,0
LOC_Os01g05590,0,0,0,0,0
LOC_Os01g05600,0,0,0,0,0
LOC_Os01g05610,456.284,309.873,273.773,254.978,269.773
LOC_Os01g05620,0,0,0,0,0
LOC_Os01g05630,0,0,0,0,83.464
LOC_Os01g05640,0,0,0,0,0
LOC_Os01g05650,14712,27199,15922,20095,15680
LOC_Os01g05660,131,0,52,230,0
LOC_Os01g05670,432,443,569,290,291
LOC_Os01g05680,0,0,0,0,0
LOC_Os01g05694,0,0,0,0,0
LOC_Os01g05710,0,0,0,0,0
LOC_Os01g05720,0,0,0,0,0
LOC_Os01g05730,0,0,0,0,0
LOC_Os01g05744,0,0,0,0,0
LOC_Os01g05760,0,0,0,0,0
LOC_Os01g05770,0,0,0,0,0
LOC_Os01g05780,0,0,0,0,0
LOC_Os01g05790,5,1,87,57,3
LOC_Os01g05800,784,975,1072,601,471
LOC_Os01g05810,137,124,12,34,13
LOC_Os01g05820,0,0,0,0,0
LOC_Os01g05830,28,72,0,0,1
LOC_Os01g05840,122,200,202,241,23
LOC_Os01g05850,0,0,0,0,0
LOC_Os01g05860,0,0,0,0,0
LOC_Os01g05870,0,0,0,0,0
LOC_Os01g05880,0,0,0,0,0
LOC_Os01g05890,0,0,0,0,0
LOC_Os01g05900,342.004,657.76,312.625,375.943,356.029
LOC_Os01g05940,0,0,0,0,0
LOC_Os01g05960,0,0,0,0,0
LOC_Os01g05970,227.141,383.973,137.015,209.001,35.117
LOC_Os01g05980,0,0,0,0,0
LOC_Os01g06000,0,0,0,0,4
LOC_Os01g06010,747.456,1681.755,736.751,1119.059,755
LOC_Os01g06020,0,73,111,0,91
LOC_Os01g06030,0,0,0,0,0
LOC_Os01g06040,0,0,0,0,0
LOC_Os01g06050,0,0,0,0,0
LOC_Os01g06060,0,0,0,0,0
LOC_Os01g06070,0,0,0,0,0
LOC_Os01g06080,0,0,0,0,0
LOC_Os01g06090,0,0,0,0,0
LOC_Os01g06100,0,0,0,0,0
LOC_Os01g06110,0,0,0,0,0
LOC_Os01g06120,0,0,0,0,0
LOC_Os01g06130,0,0,0,0,0
LOC_Os01g06140,0,0,0,0,0
LOC_Os01g06150,0,0,0,0,0
LOC_Os01g06160,0,0,0,0,0
LOC_Os01g06170,0,0,0,0,0
LOC_Os01g06180,0,0,0,0,0
LOC_Os01g06200,0,0,0,0,0
LOC_Os01g06210,0,0,0,0,0
LOC_Os01g06220,0,0,0,0,0
LOC_Os01g06230,0,0,0,0,0
LOC_Os01g06240,0,0,0,0,0
LOC_Os01g06250,0,0,0,0,0
LOC_Os01g06260,0,0,0,0,0
LOC_Os01g06270,151,179,135,256,1
LOC_Os01g06280,101,58.226,95,0,17
LOC_Os01g06290,71,198.774,6,149,1
LOC_Os01g06300,0,0,0,0,0
LOC_Os01g06310,4,3,0,2,74
LOC_Os01g06320,0,0,0,0,0
LOC_Os01g06330,0,0,0,0,0
LOC_Os01g06340,35,0,0,0,31
LOC_Os01g06350,0,0,0,0,0
LOC_Os01g06360,0,0,0,0,0
LOC_Os01g06370,0,0,0,0,0
LOC_Os01g06380,0,0,0,0,0
LOC_Os01g06390,0,0,0,0,0
LOC_Os01g06400,0,0,0,0,0
LOC_Os01g06410,0,0,0,0,0
LOC_Os01g06420,0,0,0,0,0
LOC_Os01g06430,0,0,0,0,0
LOC_Os01g06440,0,0,0,0,0
LOC_Os01g06450,0,0,0,0,0
LOC_Os01g06454,3,0,0,0,0
LOC_Os01g06460,106,302,36,72,261
LOC_Os01g06470,0,0,0,0,0
LOC_Os01g06490,64,199,0,1,0
LOC_Os01g06500,78,64,15,134,146
LOC_Os01g06510,0,0,0,1,0
LOC_Os01g06520,0,0,0,0,0
LOC_Os01g06530,0,0,0,0,0
LOC_Os01g06540,0,0,0,0,0
LOC_Os01g06550,27,0,0,46,30
LOC_Os01g06560,0,0,0,0,0
LOC_Os01g06570,0,0,0,0,0
LOC_Os01g06580,0,0,24,0,0
LOC_Os01g06590,28,287,35,1,132
LOC_Os01g06600,56,48,0,31,80
LOC_Os01g06610,0,0,0,0,0
LOC_Os01g06620,0,0,0,0,0
LOC_Os01g06630,0,0,0,0,0
LOC_Os01g06640,0,0,0,0,0
LOC_Os01g06650,0,0,0,0,0
LOC_Os01g06660,0,0,2,0,1
LOC_Os01g06670,0,0,0,0,0
LOC_Os01g06680,0,0,0,0,0
LOC_Os01g06690,0,0,0,0,0
LOC_Os01g06700,0,0,0,0,0
LOC_Os01g06710,0,0,0,0,0
LOC_Os01g06720,0,0,0,0,0
LOC_Os01g06730,0,0,0,0,0
LOC_Os01g06740,0,0,0,0,0
LOC_Os01g06750,0,0,0,0,0
LOC_Os01g06760,0,0,0,0,0
LOC_Os01g06770,0,0,0,0,0
LOC_Os01g06780,0,0,0,0,0
LOC_Os01g06790,0,0,0,0,0
LOC_Os01g06800,0,0,0,0,0
LOC_Os01g06810,0,0,0,0,0
LOC_Os01g06820,0,0,0,0,0
LOC_Os01g06836,0,0,0,0,0
LOC_Os01g06852,0,0,0,0,0
LOC_Os01g06870,0,0,0,0,0
LOC_Os01g06876,0,0,0,0,0
LOC_Os01g06882,0,0,0,0,0
LOC_Os01g06890,0,0,0,0,0
LOC_Os01g06900,0,0,0,0,0
LOC_Os01g06910,0,0,0,0,0
LOC_Os01g06920,0,0,0,0,0
LOC_Os01g06940,0,0,0,0,0
LOC_Os01g06950,0,0,0,0,0
LOC_Os01g06960,0,0,0,0,0
LOC_Os01g06970,0,0,0,0,0
LOC_Os01g06980,0,0,0,0,0
LOC_Os01g06990,0,0,0,0,0
LOC_Os01g07000,0,0,0,0,0
LOC_Os01g07010,0,0,0,0,0
LOC_Os01g07020,0,0,0,0,0
LOC_Os01g07030,0,0,0,0,0
LOC_Os01g07040,0,0,0,0,0
LOC_Os01g07050,0,0,0,0,0
LOC_Os01g07060,0,0,0,0,0
LOC_Os01g07070,364,281,118,273,128
LOC_Os01g07080,28,0,60,0,50
LOC_Os01g07090,317,621,398,190,215
LOC_Os01g07100,0,0,33,0,0
LOC_Os01g07110,0,0,0,0,0
LOC_Os01g07120,20,38,0,12,179
LOC_Os01g07130,0,0,0,0,0
LOC_Os01g07140,0,0,0,0,0
LOC_Os01g07150,1,0,0,0,0
LOC_Os01g07160,0,0,0,0,0
LOC_Os01g07170,0,15,0,0,11
LOC_Os01g07180,0,0,0,0,0
LOC_Os01g07190,0,0,0,0,0
LOC_Os01g07200,214,65,236,235,248
LOC_Os01g07212,0,0,0,0,0
LOC_Os01g07240,0,0,0,0,0
LOC_Os01g07250,94,294,144,4,48
LOC_Os01g07260,0,69,0,0,0
LOC_Os01g07270,0,0,0,0,0
LOC_Os01g07280,0,0,0,0,0
LOC_Os01g07300,0,23,0,39,36
LOC_Os01g07310,100,405,125,62,97
LOC_Os01g07320,0,0,0,0,0
LOC_Os01g07330,0,0,0,0,0
LOC_Os01g07340,0,0,0,0,0
LOC_Os01g07350,0,0,0,0,0
LOC_Os01g07360,0,0,45,0,0
LOC_Os01g07364,0,0,0,0,0
LOC_Os01g07370,371,620,279,407,100
LOC_Os01g07376,182,152,107,60,113
LOC_Os01g07382,29,56,125,1,0
LOC_Os01g07390,50,114,100,0,1
LOC_Os01g07400,111,99,131,42,178
LOC_Os01g07410,104,113,121,0,32
LOC_Os01g07420,37,0,42,0,102
LOC_Os01g07430,0,0,0,0,0
LOC_Os01g07450,0,0,0,0,0
LOC_Os01g07460,0,0,0,0,0
LOC_Os01g07470,0,0,0,0,0
LOC_Os01g07480,0,0,0,0,0
LOC_Os01g07490,0,61,35,34,0
LOC_Os01g07500,4,244,0,46,30
LOC_Os01g07510,0,0,0,0,0
LOC_Os01g07520,57,261,122,98,107
LOC_Os01g07530,623,1197,802,1078,456
LOC_Os01g07540,0,0,0,32,1
LOC_Os01g07550,0,0,0,0,0
LOC_Os01g07560,0,0,0,0,0
LOC_Os01g07570,0,0,0,0,0
LOC_Os01g07590,5,0,0,0,12
LOC_Os01g07600,0,0,0,131,15
LOC_Os01g07610,0,0,0,0,0
LOC_Os01g07620,0,0,74,0,38
LOC_Os01g07630,111,330,80,302,57
LOC_Os01g07640,0,0,0,0,0
LOC_Os01g07650,0,0,0,0,0
LOC_Os01g07660,0,0,0,0,0
LOC_Os01g07670,0,0,0,0,0
LOC_Os01g07680,0,0,0,0,0
LOC_Os01g07700,130,229,19,64,196
LOC_Os01g07710,0,0,0,0,0
LOC_Os01g07720,76,45,20,85,30
LOC_Os01g07730,1067,1648,788,468,322
LOC_Os01g07740,44,46,43,46,0
LOC_Os01g07750,175,61,50,128,1
LOC_Os01g07760,698,650,820,1161,426
LOC_Os01g07770,1,0,0,0,0
LOC_Os01g07780,42,127,2,65,73
LOC_Os01g07790,0,0,0,0,0
LOC_Os01g07800,198,517,207,65,149
LOC_Os01g07810,541,510,242,678,44
LOC_Os01g07820,0,0,0,0,0
LOC_Os01g07830,0,0,0,0,0
LOC_Os01g07840,0,0,0,0,0
LOC_Os01g07850,0,0,0,0,0
LOC_Os01g07860,0,0,0,0,0
LOC_Os01g07870,187,263,227,194,153
LOC_Os01g07880,25,150,24,38,15
LOC_Os01g07890,7,1,0,0,0
LOC_Os01g07900,0,0,63,0,0
LOC_Os01g07910,59,1,0,1,1
LOC_Os01g07920,10,1,85,1,39
LOC_Os01g07930,0,0,0,0,0
LOC_Os01g07940,148,2,0,0,0
LOC_Os01g07950,1,12,7,101,137
LOC_Os01g07960,325,572,289,313,177
LOC_Os01g07970,0,30,7,66,1
LOC_Os01g07980,0,0,0,0,0
LOC_Os01g07990,0,0,0,0,0
LOC_Os01g08000,0,0,0,0,0
LOC_Os01g08010,0,0,0,0,14
LOC_Os01g08020,19,0,0,1,0
LOC_Os01g08050,0,0,0,0,0
LOC_Os01g08060,0,0,0,0,0
LOC_Os01g08070,0,0,0,0,0
LOC_Os01g08090,0,0,0,0,0
LOC_Os01g08100,0,0,0,0,0
LOC_Os01g08110,0,72,0,0,0
LOC_Os01g08120,0,0,0,0,0
LOC_Os01g08130,0,0,0,0,0
LOC_Os01g08140,0,0,0,0,0
LOC_Os01g08150,0,0,0,0,0
LOC_Os01g08160,0,58,0,11,28
LOC_Os01g08170,0,0,0,0,0
LOC_Os01g08180,0,0,0,0,0
LOC_Os01g08190,0,0,0,0,0
LOC_Os01g08200,70,1,91,66,0
LOC_Os01g08220,0,0,0,0,0
LOC_Os01g08240,0,0,0,0,0
LOC_Os01g08250,0,0,0,0,0
LOC_Os01g08260,0,0,0,0,0
LOC_Os01g08270,0,16,0,0,0
LOC_Os01g08280,93,45,0,0,0
LOC_Os01g08290,0,0,0,0,0
LOC_Os01g08300,0,0,0,0,0
LOC_Os01g08310,50,0,0,16,0
LOC_Os01g08320,96,39,1,164,147
LOC_Os01g08330,0,0,0,0,0
LOC_Os01g08340,50,2,0,0,0
LOC_Os01g08350,0,71.042,35.709,74.62,75.877
LOC_Os01g08360,0,0,0,0,0
LOC_Os01g08370,0,0,0,0,0
LOC_Os01g08380,0,0,0,0,0
LOC_Os01g08390,0,0,0,0,0
LOC_Os01g08400,66,113,60,3,90
LOC_Os01g08410,256,379,500,799,465
LOC_Os01g08420,16,0,0,0,25
LOC_Os01g08430,145,124,348,123,261
LOC_Os01g08440,1206,1623,1182,1152,987
LOC_Os01g08450,0,0,0,0,0
LOC_Os01g08460,0,0,0,27,81
LOC_Os01g08464,0,0,0,0,0
LOC_Os01g08470,0,0,0,0,0
LOC_Os01g08480,0,0,0,0,0
LOC_Os01g08490,0,0,0,0,0
LOC_Os01g08500,0,0,0,0,0
LOC_Os01g08510,0,93,97,0,53
LOC_Os01g08520,0,0,0,75,0
LOC_Os01g08530,0,0,0,0,0
LOC_Os01g08540,0,83,0,3,0
LOC_Os01g08550,26,0,1,11,0
LOC_Os01g08560,736,888,817,983,826
LOC_Os01g08570,0,0,0,0,0
LOC_Os01g08580,140,243,114,129,61
LOC_Os01g08590,0,0,0,0,0
LOC_Os01g08600,8,50,0,0,51
LOC_Os01g08610,0,0,0,0,0
LOC_Os01g08620,0,0,0,0,0
LOC_Os01g08630,0,0,0,0,0
LOC_Os01g08640,0,0,0,0,0
LOC_Os01g08650,0,50,5,1,18
LOC_Os01g08660,144,0,154,171,223
LOC_Os01g08670,40,1,58,0,0
LOC_Os01g08680,88,65,35,0,0
LOC_Os01g08690,0,0,0,0,0
LOC_Os01g08700,1226,1687,1361,565,905
LOC_Os01g08710,0,0,0,0,0
LOC_Os01g08720,0,0,0,0,0
LOC_Os01g08730,0,0,0,0,0
LOC_Os01g08740,0,0,0,0,0
LOC_Os01g08750,223,119,213,78,222
LOC_Os01g08760,0,19,0,0,0
LOC_Os01g08770,0,0,46,0,5
LOC_Os01g08780,0,0,0,0,0
LOC_Os01g08790,0,0,0,0,0
LOC_Os01g08800,0,0,0,0,0
LOC_Os01g08810,0,0,0,0,0
LOC_Os01g08814,87,57,16,10,7
LOC_Os01g08820,0,0,0,0,0
LOC_Os01g08830,0,133,0,0,0
LOC_Os01g08840,0,0,0,0,0
LOC_Os01g08850,0,80,0,0,0
LOC_Os01g08860,41,0,1,64,157
LOC_Os01g08870,0,0,0,0,0
LOC_Os01g08880,0,0,0,0,0
LOC_Os01g08890,46.741,221.492,36.76,375.872,217.985
LOC_Os01g08930,2,64,10,64,1
LOC_Os01g08940,0,0,0,0,0
LOC_Os01g08950,32,73,0,0,0
LOC_Os01g08960,101,84,0,4,203
LOC_Os01g08970,205,241,248,190,156
LOC_Os01g08980,0,0,0,0,0
LOC_Os01g08990,0,0,0,0,0
LOC_Os01g09000,479,567,509,340,569
LOC_Os01g09010,30,2,5,2,0
LOC_Os01g09020,128,23,26,240,267
LOC_Os01g09030,0,71,6,0,1
LOC_Os01g09050,0,1.023,0,0,0
LOC_Os01g09060,0,0,0,0,0
LOC_Os01g09080,0,0,0,0,0
LOC_Os01g09090,0,0,0,0,0
LOC_Os01g09100,0,0,0,0,0
LOC_Os01g09110,0,0,0,0,0
LOC_Os01g09120,89,365,132,8,89
LOC_Os01g09130,0,0,0,0,0
LOC_Os01g09140,0,0,0,0,0
LOC_Os01g09150,0,0,0,0,0
LOC_Os01g09160,0,0,0,0,0
LOC_Os01g09170,0,0,0,0,0
LOC_Os01g09180,0,0,0,0,0
LOC_Os01g09190,0,0,0,0,0
LOC_Os01g09200,200,239,115,64,204
LOC_Os01g09206,0,0,0,0,0
LOC_Os01g09212,0,0,0,15,0
LOC_Os01g09220,0,0,0,0,0
LOC_Os01g09230,0,31,0,0,0
LOC_Os01g09240,0,0,0,0,0
LOC_Os01g09246,13,309,80,162,215
LOC_Os01g09252,264,618,394,105,377
LOC_Os01g09260,0,0,0,0,0
LOC_Os01g09270,0,0,0,0,0
LOC_Os01g09280,0,22,0,0,19
LOC_Os01g09290,0,0,0,0,0
LOC_Os01g09300,105,98,211,243,279
LOC_Os01g09305,71,133,2,14,22.024
LOC_Os01g09310,1,0,0,0,3
LOC_Os01g09320,1052,1547,592,1721,1370
LOC_Os01g09330,0,0,0,0,0
LOC_Os01g09340,0,0,0,0,0
LOC_Os01g09350,0,0,0,0,0
LOC_Os01g09360,0,0,0,0,0
LOC_Os01g09370,56,19,34,4,1
LOC_Os01g09384,0,0,0,0,31
LOC_Os01g09400,0,0,0,0,0
LOC_Os01g09410,59,46,30,109,1
LOC_Os01g09420,110,255,197,52,52
LOC_Os01g09430,934,1155,900,684,735
LOC_Os01g09440,0,0,0,0,0
LOC_Os01g09450,729,1412,323,703,1003
LOC_Os01g09460,0,0,0,0,0
LOC_Os01g09470,0,0,0,0,0
LOC_Os01g09480,0,0,0,0,0
LOC_Os01g09490,0,0,0,0,0
LOC_Os01g09500,0,0,0,0,0
LOC_Os01g09510,108,258,170,223,303
LOC_Os01g09520,0,0,0,0,0
LOC_Os01g09530,0,0,0,0,0
LOC_Os01g09540,225,249,205,251,76
LOC_Os01g09550,31,5,0,0,29
LOC_Os01g09560,144,121,275,53,221
LOC_Os01g09570,479,993,266,449,527
LOC_Os01g09580,0,0,0,0,0
LOC_Os01g09590,74,115,123,1,164
LOC_Os01g09600,0,0,0,0,0
LOC_Os01g09610,0,0,0,0,0
LOC_Os01g09620,0,27,65,4,57
LOC_Os01g09640,65,1,198,132,38
LOC_Os01g09650,0,0,0,0,0
LOC_Os01g09660,0,0,0,0,0
LOC_Os01g09665,0,0,1,0,30
LOC_Os01g09670,54,0,0,80,0
LOC_Os01g09680,0,0,0,0,0
LOC_Os01g09690,0,0,0,0,0
LOC_Os01g09700,0,0,0,0,0
LOC_Os01g09710,0,0,0,0,0
LOC_Os01g09720,0,0,0,0,0
LOC_Os01g09730,0,0,0,0,0
LOC_Os01g09740,0,0,47,0,31
LOC_Os01g09750,1,102,23,0,0
LOC_Os01g09760,0,144,21,150,125
LOC_Os01g09770,137,533,298,3,315
LOC_Os01g09790,0,0,0,59,0
LOC_Os01g09800,22,63,0,86,0
LOC_Os01g09810,0,0,0,0,0
LOC_Os01g09830,184,377,146,77,161
LOC_Os01g09850,42,209,68,36,67
LOC_Os01g09860,0,0,0,1,0
LOC_Os01g09870,0,0,0,0,0
LOC_Os01g09880,1,46,0,0,39
LOC_Os01g09890,111,371,223,234,138
LOC_Os01g09900,0,0,0,0,0
LOC_Os01g09930,0,0,0,0,0
LOC_Os01g09940,0,0,0,0,0
LOC_Os01g09950,0,0,0,0,0
LOC_Os01g09960,0,0,0,0,0
LOC_Os01g09970,0,0,0,0,0
LOC_Os01g09980,0,0,0,0,0
LOC_Os01g09990,0,0,0,0,0
LOC_Os01g10000,0,0,0,0,0
LOC_Os01g10010,134,119,47,1,38
LOC_Os01g10020,67,139,221,177,37
LOC_Os01g10030,36,12,0,0,0
LOC_Os01g10040,52,282,87,91,2
LOC_Os01g10050,107,136,35,2,113
LOC_Os01g10060,0,0,0,0,0
LOC_Os01g10070,0,0,0,0,0
LOC_Os01g10080,23,0,29,0,1
LOC_Os01g10090,0,0,0,0,0
LOC_Os01g10100,79,10,12,66,7
LOC_Os01g10110,0,0,0,0,0
LOC_Os01g10120,0,0,0,0,0
LOC_Os01g10130,0,0,0,0,0
LOC_Os01g10140,29,165,9,0,75
LOC_Os01g10150,246,287,240,359,46
LOC_Os01g10160,0,0,0,0,0
LOC_Os01g10170,0,0,0,0,0
LOC_Os01g10180,0,0,0,0,0
LOC_Os01g10195,0,0,0,0,0
LOC_Os01g10200,0,0,0,0,0
LOC_Os01g10210,623,903,384,248,522
LOC_Os01g10230,0,0,0,0,0
LOC_Os01g10240,0,0,0,0,0
LOC_Os01g10250,107,627,118,298,107
LOC_Os01g10260,0,0,0,0,0
LOC_Os01g10270,0,0,0,0,0
LOC_Os01g10280,2,97,74,14,83
LOC_Os01g10290,0,112,119,23,88
LOC_Os01g10300,0,0,0,0,0
LOC_Os01g10310,0,0,0,0,0
LOC_Os01g10320,12,0,0,0,0
LOC_Os01g10340,30,123,25,0,0
LOC_Os01g10350,23,56,50,1,11
LOC_Os01g10370,0,0,0,0,0
LOC_Os01g10380,0,0,0,0,0
LOC_Os01g10390,0,0,0,0,0
LOC_Os01g10400,215985,369782,206865,228252,158717
LOC_Os01g10410,0,0,0,0,0
LOC_Os01g10420,0,0,0,0,0
LOC_Os01g10430,77,100,109,123,45
LOC_Os01g10440,0,0,0,0,0
LOC_Os01g10450,393,155,272,82,140
LOC_Os01g10460,0,0,0,0,0
LOC_Os01g10470,0,0,0,0,0
LOC_Os01g10480,0,0,0,0,0
LOC_Os01g10490,0,0,0,0,0
LOC_Os01g10504,0,0,0,0,0
LOC_Os01g10520,0,0,0,0,0
LOC_Os01g10530,15,0,60,0,38
LOC_Os01g10550,0,0,0,0,0
LOC_Os01g10560,0,0,0,0,0
LOC_Os01g10580,61,0,40,0,0
LOC_Os01g10590,0,0,0,0,0
LOC_Os01g10600,0,0,0,0,9
LOC_Os01g10610,524,1224,479,824,640
LOC_Os01g10630,6,26,0,0,0
LOC_Os01g10640,0,0,0,0,0
LOC_Os01g10650,0,0,0,0,0
LOC_Os01g10660,0,0,0,0,0
LOC_Os01g10670,0,0,0,0,0
LOC_Os01g10680,127,284,179,251,149
LOC_Os01g10690,0,0,0,0,0
LOC_Os01g10700,0,0,0,0,0
LOC_Os01g10710,0,0,0,0,0
LOC_Os01g10720,0,0,0,0,0
LOC_Os01g10740,0,0,0,0,0
LOC_Os01g10750,0,0,0,0,0
LOC_Os01g10760,0,0,0,0,0
LOC_Os01g10770,0,0,0,0,0
LOC_Os01g10780,0,0,0,0,0
LOC_Os01g10790,0,0,0,0,0
LOC_Os01g10800,0,0,2,0,0
LOC_Os01g10810,4,0,4,0,0
LOC_Os01g10820,0,2,8,0,2
LOC_Os01g10830,4,0,0,0,40
LOC_Os01g10840,40,97.872,238.16,48,0
LOC_Os01g10850,0,0,0,0,0
LOC_Os01g10860,0,0,0,135,1
LOC_Os01g10870,0,0,0,0,0
LOC_Os01g10880,0,0,0,0,0
LOC_Os01g10890,88,286,164,4,206
LOC_Os01g10900,0,0,0,0,0
LOC_Os01g10910,0,0,0,0,0
LOC_Os01g10920,0,0,0,0,0
LOC_Os01g10930,84,0,0,1,0
LOC_Os01g10940,0,0,0,0,0
LOC_Os01g10950,27,213,153,79,36
LOC_Os01g10960,0,0,0,0,0
LOC_Os01g10970,0,0,0,0,0
LOC_Os01g10980,0,0,0,0,0
LOC_Os01g10990,0,0,0,0,0
LOC_Os01g11000,0,0,0,0,0
LOC_Os01g11010,0,0,0,0,0
LOC_Os01g11020,0,0,0,0,0
LOC_Os01g11040,3,76,4,54,159
LOC_Os01g11054,844,1585,1038,1092,846
LOC_Os01g11070,57,54,94,139,202
LOC_Os01g11080,0,0,0,0,0
LOC_Os01g11110,3,0,58,1,98
LOC_Os01g11120,1,210,45,2,15
LOC_Os01g11130,0,0,0,0,0
LOC_Os01g11140,0,0,0,0,0
LOC_Os01g11150,0,0,0,0,0
LOC_Os01g11160,23,16,20,139,0
LOC_Os01g11170,0,0,0,0,0
LOC_Os01g11190,0,0,0,0,0
LOC_Os01g11200,0,0,0,0,0
LOC_Os01g11210,0,0,0,0,0
LOC_Os01g11220,0,0,0,0,0
LOC_Os01g11230,585,1088,432,360,421
LOC_Os01g11240,629,1030,251,364,851
LOC_Os01g11250,0,0,0,0,0
LOC_Os01g11260,0,0,0,0,0
LOC_Os01g11270,0,0,0,0,0
LOC_Os01g11280,0,0,0,0,0
LOC_Os01g11300,0,0,0,0,0
LOC_Os01g11310,0,0,0,0,0
LOC_Os01g11320,0,0,0,0,0
LOC_Os01g11330,0,0,0,0,0
LOC_Os01g11340,3,0,21,5,0
LOC_Os01g11350,0,0,0,0,0
LOC_Os01g11360,0,0,0,0,0
LOC_Os01g11370,10,108,11,55,28
LOC_Os01g11390,0,0,0,0,0
LOC_Os01g11400,0,0,0,0,0
LOC_Os01g11414,4,1,0,0,0
LOC_Os01g11430,0,0,0,0,0
LOC_Os01g11450,0,0,0,0,0
LOC_Os01g11460,0,1,0,97,0
LOC_Os01g11470,0,0,0,0,0
LOC_Os01g11480,0,0,0,0,0
LOC_Os01g11490,0,0,0,0,0
LOC_Os01g11500,0,0,0,0,0
LOC_Os01g11510,0,0,0,0,0
LOC_Os01g11520,0,0,0,0,0
LOC_Os01g11550,0,0,0,0,1
LOC_Os01g11570,108,0,25,0,0
LOC_Os01g11580,20,151,32,1,66
LOC_Os01g11590,133,188,47,117,84
LOC_Os01g11600,0,0,0,0,0
LOC_Os01g11620,0,0,56,0,58
LOC_Os01g11640,0,0,0,0,0
LOC_Os01g11650,1319,2613,1506,1121,958
LOC_Os01g11660,0,4,0,0,0
LOC_Os01g11670,0,0,0,0,0
LOC_Os01g11680,0,0,0,0,0
LOC_Os01g11690,0,0,0,0,0
LOC_Os01g11700,0,0,0,0,0
LOC_Os01g11704,0,0,0,0,0
LOC_Os01g11710,0,0,0,0,0
LOC_Os01g11720,0,0,0,0,0
LOC_Os01g11730,0,0,0,0,0
LOC_Os01g11740,0,0,0,0,0
LOC_Os01g11750,0,0,0,0,0
LOC_Os01g11760,0,0,0,0,0
LOC_Os01g11770,0,0,0,0,0
LOC_Os01g11780,0,0,0,0,0
LOC_Os01g11790,0,0,0,0,0
LOC_Os01g11800,0,0,0,0,0
LOC_Os01g11810,0,0,0,0,0
LOC_Os01g11820,0,0,0,0,0
LOC_Os01g11830,0,0,0,0,0
LOC_Os01g11840,0,0,0,0,0
LOC_Os01g11850,0,0,0,0,0
LOC_Os01g11860,0,0,0,0,0
LOC_Os01g11870,0,0,0,0,0
LOC_Os01g11880,0,48,0,0,0
LOC_Os01g11900,169,132,99,842,195
LOC_Os01g11910,12,0,0,0,0
LOC_Os01g11920,0,0,0,0,0
LOC_Os01g11940,0,0,0,0,0
LOC_Os01g11946,302,324,156,341,260
LOC_Os01g11952,124,60,47,299,238
LOC_Os01g11960,183,0,0,60,0
LOC_Os01g11970,0,23,22,0,33
LOC_Os01g11980,0,0,0,0,32
LOC_Os01g11990,0,0,0,0,0
LOC_Os01g12000,0,0,0,0,0
LOC_Os01g12010,0,0,0,0,0
LOC_Os01g12020,0,0,0,0,0
LOC_Os01g12030,0,0,0,0,0
LOC_Os01g12040,0,0,0,0,0
LOC_Os01g12060,0,0,0,26,0
LOC_Os01g12070,0,0,0,0,0
LOC_Os01g12080,421,69,359,212,175
LOC_Os01g12090,0,8,0,0,7
LOC_Os01g12100,328,448,358,268,266
LOC_Os01g12110,0,0,0,0,0
LOC_Os01g12120,0,0,0,0,0
LOC_Os01g12130,0,0,0,4,23
LOC_Os01g12140,0,0,0,0,0
LOC_Os01g12150,0,0,0,0,0
LOC_Os01g12160,0,0,0,0,1
LOC_Os01g12170,0,0,0,0,0
LOC_Os01g12180,9,0,25,0,37
LOC_Os01g12190,119,231,89,10,51
LOC_Os01g12200,328,376,89,45,120
LOC_Os01g12210,3,11,0,8,235
LOC_Os01g12220,0,0,0,0,0
LOC_Os01g12230,0,0,0,0,0
LOC_Os01g12240,0,0,0,0,0
LOC_Os01g12250,0,0,0,0,0
LOC_Os01g12260,0,1,0,0,0
LOC_Os01g12270,0,0,0,0,0
LOC_Os01g12280,0,0,0,0,0
LOC_Os01g12290,0,0,0,0,0
LOC_Os01g12304,0,0,0,0,0
LOC_Os01g12310,0,0,0,0,0
LOC_Os01g12320,0,0,29,0,70
LOC_Os01g12330,0,0,0,0,0
LOC_Os01g12340,0,1,6,0,0
LOC_Os01g12350,0,0,0,0,0
LOC_Os01g12360,0,0,0,0,0
LOC_Os01g12374,0,0,0,0,0
LOC_Os01g12381,0,1,0,0,0
LOC_Os01g12390,0,0,26,1,0
LOC_Os01g12400,91,117,182,47,1
LOC_Os01g12410,0,0,0,0,0
LOC_Os01g12420,0,0,0,0,0
LOC_Os01g12430,0,0,0,0,0
LOC_Os01g12440,25,0,0,86,0
LOC_Os01g12460,0,0,0,0,0
LOC_Os01g12464,2,0,0,0,2
LOC_Os01g12470,77,61,69,1,0
LOC_Os01g12480,75,65,10,161,15
LOC_Os01g12490,0,0,0,0,0
LOC_Os01g12500,0,0,0,0,0
LOC_Os01g12510,0,0,0,0,0
LOC_Os01g12520,12,0,0,0,0
LOC_Os01g12530,271,458,184,375,602
LOC_Os01g12540,1,0,0,1,76
LOC_Os01g12550,109,74,97,67,60
LOC_Os01g12560,42,21,38,1,63
LOC_Os01g12570,0,0,0,0,0
LOC_Os01g12580,0,73,0,0,0
